id	filename	md5	size	state
06a6a408-3198-4911-bdea-8e56cd0554a3	TCGA-CM-5863-01Z-00-DX1.2dceed07-9373-4103-be16-533dac9f283b.svs	c980a718a947c487069cfd4f37b64df6	569596907	released
1b2d9c2e-5f7e-44a7-bef5-9c6ffda97429	TCGA-CM-4744-01Z-00-DX1.527ead53-bd55-4321-adea-079bf5e2e8a5.svs	9e2576a9d0bc154e09f59c24bbf02f9f	1072119169	released
2100a74b-8905-4848-b51a-5d7764871620	TCGA-CM-5861-01Z-00-DX1.b900abc0-ecca-48e1-98ba-fbc99a6dae3e.svs	cb4c67ed591d06b0c548f68dec09e636	582337081	released
21471300-f78e-4174-bdc9-7a4076c5f1b7	TCGA-CM-5868-01Z-00-DX1.70f2e193-248d-4bf9-a875-49c314223f70.svs	f881b5ed47335ced17f9ffaea1d2c598	900598393	released
25e4ffbf-32ed-407c-ac26-fcd5aa122e52	TCGA-CM-6677-01Z-00-DX1.e3428c0a-a194-4e38-b105-8244701fcc71.svs	2081870e61285b6ef56fc29111e7c234	1036643329	released
2678c27a-d474-4960-bb99-b4135a8e0353	TCGA-CM-5862-01Z-00-DX1.df57752c-5937-40f2-a48f-37a147a82139.svs	78b22f0a44b5779b4d0867ba26af6edf	648648245	released
2db970a8-1f49-4b6e-b8be-639cef516156	TCGA-CM-5341-01Z-00-DX1.af4f75ff-3971-4639-8ef4-918ef4b29df0.svs	c5d98952cd1089c5fea5164240dd4475	599301711	released
2efd0746-94de-4e08-b7f9-e9babfeb84c3	TCGA-CM-4747-01Z-00-DX1.e0fac451-1322-464e-b718-174e9db33f39.svs	4e8c95284ffb2ae1afdc9aabd9ed6bb9	553303925	released
32268fd4-3c70-4906-97ac-c480f76fd00c	TCGA-CM-5349-01Z-00-DX1.d893eb9a-0321-4052-acfc-8c9a6e463921.svs	85d2ed43ed13bf9f86780a298c9e4153	713342183	released
3a278a6f-e7d3-4507-903f-50a0ea8aa113	TCGA-CM-6167-01Z-00-DX1.7adf00e3-6768-46bb-814c-b2f04c472cc8.svs	128efb5632e5e0ad4382b97576b919ee	728688673	released
49df964d-62da-429f-8700-3a5955ea4ef3	TCGA-CM-6166-01Z-00-DX1.52eaa124-7ab5-4aaf-b074-7f89a4c53804.svs	5a503da3fdd9cd6fd80444f9ed1ee561	661268139	released
57c2d0c6-5dfa-4c95-982c-6c189d9b9ad6	TCGA-CM-5864-01Z-00-DX1.2cb87875-6cae-4d8e-9c93-4a83941c0ca9.svs	8225d8734d1845c7c1bd08ca8b86cce4	816045533	released
5f46d414-f2e3-4250-baad-474f623ce5c2	TCGA-CM-6675-01Z-00-DX1.4f2301e2-2894-484d-8a52-7be902a9861b.svs	46d88f954c135ad2bf4b5462d4e086d1	1272881239	released
63cf5b73-b605-4cee-b9dd-b92efbd00533	TCGA-CM-6170-01Z-00-DX1.aa9c41ea-3894-4524-a94c-f44c6c53c2d0.svs	4cac4101c5aadb027d0f463ea8588e50	420368057	released
645ac325-9832-46ab-9832-9652bf6add98	TCGA-CM-6674-01Z-00-DX1.4a08b16a-788e-43dc-85d2-baff6e911de2.svs	64b00c4b881d6c419da6ddf80b24bdd2	1104971675	released
